mmsi,split,kind
477196800,Training,Cargo/Tanker
477229100,Training,Cargo/Tanker
477280100,Test,Cargo/Tanker
477282800,Training,Cargo/Tanker
477317300,Training,Cargo/Tanker
477478300,Training,Tug
477520400,Training,Cargo/Tanker
477535400,Training,Cargo/Tanker
477535900,Training,Cargo/Tanker
477628400,Training,Cargo/Tanker
477757000,Training,Cargo/Tanker
477758000,Training,Cargo/Tanker
477765800,Training,Cargo/Tanker
477860000,Training,Cargo/Tanker
477865000,Training,Cargo/Tanker
477888000,Training,Cargo/Tanker
477898700,Training,Cargo/Tanker
477925200,Training,Cargo/Tanker
477938600,Training,Cargo/Tanker
477950600,Training,Cargo/Tanker
477991421,Training,Passenger
477995062,Training,Passenger
477995064,Training,Passenger
477995296,Training,Tug
477995429,Training,Passenger
477995433,Training,Passenger
477996500,Training,Cargo/Tanker
503000027,Training,Cargo/Tanker
503000035,Test,Cargo/Tanker
503003170,Training,Longliner
503010140,Training,Passenger
503016000,Training,Tug
503020060,Training,Longliner
503066000,Training,Tug
503083000,Training,Tug
503086000,Training,Cargo/Tanker
503226300,Test,Tug
503337100,Training,Longliner
503337200,Training,Longliner
503362600,Training,Longliner
503384200,Training,Tug
503405000,Test,Cargo/Tanker
503494600,Training,Tug
503555500,Training,Longliner
503561000,Training,Cargo/Tanker
503597400,Training,Longliner
503598000,Training,Tug
503609000,Training,Cargo/Tanker
503620000,Training,Cargo/Tanker
503624000,Training,Tug
503638400,Training,Tug
503649000,Test,Cargo/Tanker
503743000,Training,Tug
503783000,Training,Tug
503798600,Training,Longliner
503798800,Test,Longliner
503798900,Training,Longliner
503900113,Test,Passenger
510032000,Training,Longliner
510033000,Training,Longliner
510034000,Training,Longliner
510035000,Training,Longliner
510038000,Training,Longliner
510053000,Training,Longliner
510054000,Training,Purse seine
510056000,Training,Longliner
510057000,Training,Purse seine
510060000,Training,Purse seine
511145000,Training,Tug
512000072,Test,Trawler
512002681,Training,Trawler
512002725,Test,Longliner
512003817,Training,Trawler
512004138,Training,Longliner
512004173,Training,Tug
512004511,Training,Passenger
512012000,Training,Purse seine
512085000,Training,Purse seine
512134000,Training,Longliner
512219000,Training,Cargo/Tanker
512235000,Training,Trawler
512300107,Training,Trawler
512411000,Training,Trawler
512419000,Training,Longliner
515777000,Training,Longliner
518676000,Training,Longliner
518770000,Training,Longliner
520020000,Training,Longliner
520050000,Training,Longliner
520065000,Test,Longliner
520074000,Training,Longliner
520075000,Training,Longliner
520076000,Test,Longliner
520085000,Training,Longliner
520116000,Training,Longliner
520171000,Training,Longliner
520183000,Training,Longliner
520188000,Training,Longliner
520189000,Test,Longliner
520190000,Training,Longliner
520222000,Training,Longliner
520243000,Training,Longliner
525002076,Test,Passenger
525005009,Training,Passenger
525005047,Training,Passenger
525005054,Training,Passenger
529278000,Training,Longliner
529417000,Test,Purse seine
529440000,Training,Purse seine
529469000,Training,Purse seine
529523000,Training,Longliner
529676000,Test,Purse seine
529686000,Training,Purse seine
529687000,Training,Purse seine
529695000,Training,Purse seine
529729000,Training,Purse seine
529765000,Training,Purse seine
529783000,Training,Purse seine
533000139,Training,Supply
533000315,Training,Tug
533000316,Training,Tug
533000322,Training,Tug
533000758,Training,Tug
533001500,Training,Supply
533047300,Test,Cargo/Tanker
533057400,Training,Supply
533110114,Training,Passenger
533111749,Training,Purse seine
533130022,Training,Tug
533130184,Test,Supply
533130189,Training,Tug
533130253,Test,Supply
533130313,Training,Supply
533130325,Training,Passenger
533130326,Training,Supply
533130392,Training,Supply
533130399,Training,Passenger
533170192,Training,Supply
533170197,Test,Supply
533170243,Training,Supply
533170255,Training,Supply
533170269,Training,Tug
533170275,Test,Tug
533170282,Training,Supply
533170293,Training,Supply
533170318,Training,Tug
533170331,Training,Supply
533170333,Training,Tug
533180073,Training,Tug
533180140,Training,Tug
538001560,Training,Cargo/Tanker
538001657,Training,Cargo/Tanker
538001711,Training,Cargo/Tanker
538002187,Test,Cargo/Tanker
538002269,Training,Cargo/Tanker
538002275,Training,Cargo/Tanker
538002277,Training,Cargo/Tanker
538002278,Training,Cargo/Tanker
538002621,Training,Cargo/Tanker
538002734,Training,Cargo/Tanker
538002783,Training,Cargo/Tanker
538002797,Test,Cargo/Tanker
538003166,Training,Cargo/Tanker
538003218,Test,Cargo/Tanker
538003345,Training,Cargo/Tanker
538003539,Training,Cargo/Tanker
538003594,Training,Cargo/Tanker
538003615,Training,Cargo/Tanker
538003673,Training,Cargo/Tanker
538003788,Training,Cargo/Tanker
538003858,Training,Cargo/Tanker
538004070,Training,Cargo/Tanker
538004150,Training,Cargo/Tanker
538004375,Training,Cargo/Tanker
538004376,Training,Cargo/Tanker
538004381,Training,Cargo/Tanker
538004492,Training,Cargo/Tanker
538004660,Training,Cargo/Tanker
538004793,Training,Cargo/Tanker
538005032,Training,Cargo/Tanker
538005044,Training,Cargo/Tanker
538060004,Training,Purse seine
538060005,Training,Purse seine
538060006,Training,Purse seine
538060007,Test,Purse seine
538060008,Training,Purse seine
538060016,Training,Purse seine
538060017,Training,Purse seine
538060018,Training,Purse seine
538060019,Training,Purse seine
538070025,Training,Passenger
538070060,Test,Passenger
538070213,Training,Passenger
538070227,Training,Passenger
538070231,Training,Passenger
538070304,Training,Passenger
538070339,Training,Passenger
538070427,Training,Passenger
538070485,Test,Passenger
538070509,Training,Passenger
538070517,Training,Passenger
538070548,Training,Passenger
538070563,Training,Passenger
538070567,Training,Passenger
538070734,Test,Passenger
538070743,Training,Passenger
538070751,Training,Passenger
538070763,Training,Passenger
538070791,Training,Passenger
538070794,Test,Passenger
538070835,Training,Passenger
538070869,Training,Passenger
538070873,Training,Passenger
538070902,Training,Passenger
538070904,Training,Passenger
538070969,Training,Passenger
538070972,Training,Passenger
538070973,Training,Passenger
538070998,Training,Passenger
538071005,Training,Passenger
538071010,Training,Passenger
538071019,Test,Passenger
538071023,Training,Passenger
538071031,Training,Passenger
538071052,Training,Passenger
538080020,Training,Passenger
538080060,Training,Passenger
538080068,Training,Passenger
538090150,Training,Cargo/Tanker
538090261,Training,Cargo/Tanker
538090304,Test,Cargo/Tanker
538090360,Training,Cargo/Tanker
538090461,Training,Cargo/Tanker
540000240,Training,Passenger
540001900,Training,Longliner
540002000,Training,Longliner
540002100,Training,Longliner
540002200,Training,Longliner
540002300,Training,Longliner
540003800,Training,Longliner
540003900,Training,Longliner
540004000,Training,Longliner
540004100,Training,Longliner
540004200,Training,Longliner
540005000,Training,Longliner
540009600,Training,Passenger
540011500,Training,Longliner
546006000,Test,Cargo/Tanker
546012900,Training,Longliner
548051500,Training,Purse seine
548831000,Training,Purse seine
548895000,Training,Purse seine
548905000,Training,Purse seine
553111643,Training,Purse seine
553111690,Training,Purse seine
553111698,Training,Purse seine
553111712,Training,Purse seine
553111733,Training,Purse seine
553111735,Training,Purse seine
553111736,Training,Purse seine
553111738,Training,Purse seine
553111740,Training,Purse seine
553111743,Training,Purse seine
553111744,Training,Purse seine
553111750,Training,Purse seine
553111751,Training,Purse seine
553111756,Training,Purse seine
553111759,Training,Purse seine
553111764,Training,Purse seine
553111765,Training,Purse seine
553111771,Training,Purse seine
563000450,Training,Cargo/Tanker
563004810,Training,Tug
563063000,Test,Cargo/Tanker
563074000,Training,Cargo/Tanker
563188000,Training,Cargo/Tanker
563798000,Training,Tug
563919000,Training,Passenger
563926000,Training,Tug
563944000,Training,Cargo/Tanker
564012000,Training,Cargo/Tanker
564107000,Training,Cargo/Tanker
564109000,Training,Cargo/Tanker
564158000,Training,Tug
564355000,Training,Cargo/Tanker
564379000,Training,Cargo/Tanker
564416000,Training,Tug
564462000,Training,Cargo/Tanker
564519000,Training,Cargo/Tanker
564528000,Training,Tug
564569000,Training,Tug
564582000,Training,Cargo/Tanker
564627000,Training,Tug
564680000,Test,Cargo/Tanker
564708000,Training,Cargo/Tanker
564722000,Training,Cargo/Tanker
564742000,Training,Tug
564839000,Training,Tug
564862000,Training,Cargo/Tanker
565336000,Training,Tug
565395000,Training,Supply
565436000,Training,Passenger
565438000,Training,Tug
565457000,Training,Tug
565652000,Training,Supply
565674000,Training,Cargo/Tanker
565714000,Training,Cargo/Tanker
565730000,Training,Cargo/Tanker
565821000,Training,Cargo/Tanker
565831000,Training,Tug
565868000,Test,Cargo/Tanker
565922000,Training,Tug
565924000,Test,Tug
565951000,Training,Tug
566084000,Training,Tug
566086000,Training,Cargo/Tanker
566096000,Training,Tug
566107000,Training,Supply
566196000,Training,Tug
566210000,Training,Cargo/Tanker
566376000,Training,Cargo/Tanker
566524000,Test,Cargo/Tanker
566688000,Training,Cargo/Tanker
566828000,Training,Cargo/Tanker
566942000,Training,Cargo/Tanker
567000421,Training,Longliner
567168000,Training,Cargo/Tanker
576075000,Training,Supply
576122000,Training,Longliner
576237000,Training,Longliner
576276000,Training,Longliner
576277000,Training,Longliner
576321000,Training,Cargo/Tanker
576394000,Training,Longliner
576397000,Training,Longliner
576596000,Training,Longliner
576633000,Training,Longliner
576638000,Training,Longliner
576660000,Training,Longliner
576664000,Training,Longliner
576695000,Training,Longliner
576696000,Training,Longliner
576699000,Test,Longliner
576736000,Training,Longliner
576737000,Training,Longliner
576754000,Training,Longliner
576811000,Training,Longliner
576834000,Training,Supply
576836000,Training,Cargo/Tanker
576850000,Training,Longliner
576877000,Training,Longliner
576890000,Training,Longliner
576902000,Training,Supply
576904000,Training,Supply
576987000,Training,Longliner
577035000,Training,Supply
577105000,Training,Longliner
577145000,Training,Longliner
577146000,Training,Longliner
577148000,Training,Supply
577205000,Test,Longliner
577228000,Training,Supply
577236000,Test,Supply
577242000,Training,Supply
577243000,Training,Supply
577283000,Training,Supply
577289000,Training,Longliner
577290000,Training,Longliner
577336000,Training,Supply
601034200,Training,Longliner
601061600,Training,Longliner
601111600,Test,Longliner
601391000,Training,Longliner
601396000,Training,Longliner
601425000,Training,Longliner
601433000,Training,Longliner
601500000,Training,Longliner
601705000,Test,Longliner
601799000,Training,Longliner
617038000,Training,Purse seine
617045000,Training,Purse seine
617073000,Training,Longliner
619002000,Training,Purse seine
627066000,Training,Purse seine
627067000,Training,Purse seine
627074000,Training,Purse seine
627640000,Training,Purse seine
636007699,Test,Cargo/Tanker
636008162,Training,Supply
636011160,Training,Cargo/Tanker
636011280,Training,Cargo/Tanker
636011604,Training,Cargo/Tanker
636011659,Test,Cargo/Tanker
636011843,Training,Supply
636011900,Training,Supply
636012522,Training,Cargo/Tanker
636012596,Training,Cargo/Tanker
636012901,Training,Supply
636013087,Training,Cargo/Tanker
636013699,Training,Cargo/Tanker
636014031,Training,Cargo/Tanker
636014118,Training,Cargo/Tanker
636014506,Training,Cargo/Tanker
636014572,Training,Cargo/Tanker
636014645,Training,Cargo/Tanker
636014974,Training,Cargo/Tanker
636014975,Training,Cargo/Tanker
636014996,Training,Cargo/Tanker
636015110,Training,Cargo/Tanker
636015174,Training,Cargo/Tanker
636015175,Training,Cargo/Tanker
636015177,Training,Cargo/Tanker
636015230,Training,Cargo/Tanker
636015792,Training,Cargo/Tanker
636015850,Training,Cargo/Tanker
636016116,Training,Supply
636016735,Training,Supply
636016737,Training,Supply
636090534,Training,Cargo/Tanker
636090752,Training,Cargo/Tanker
636090819,Training,Cargo/Tanker
636090822,Test,Cargo/Tanker
636090888,Training,Cargo/Tanker
636090958,Training,Cargo/Tanker
636090978,Training,Cargo/Tanker
636091058,Training,Cargo/Tanker
636091171,Training,Cargo/Tanker
636091270,Training,Cargo/Tanker
636091275,Test,Cargo/Tanker
636091282,Test,Cargo/Tanker
636091426,Training,Supply
636091472,Training,Cargo/Tanker
636091713,Training,Cargo/Tanker
636091732,Training,Cargo/Tanker
636091813,Training,Cargo/Tanker
636091854,Test,Cargo/Tanker
636091895,Training,Cargo/Tanker
636092035,Training,Cargo/Tanker
636092109,Training,Cargo/Tanker
636092237,Test,Cargo/Tanker
636092314,Training,Cargo/Tanker
642247000,Training,Purse seine
642383000,Training,Purse seine
642606020,Test,Purse seine
642609000,Training,Purse seine
642711000,Training,Purse seine
645259000,Training,Tug
645373000,Training,Purse seine
645374000,Training,Purse seine
650175000,Training,Longliner
650176000,Training,Longliner
650177000,Training,Longliner
650180000,Training,Longliner
660000200,Training,Longliner
660000500,Training,Longliner
660000800,Training,Longliner
660001800,Training,Purse seine
660001900,Test,Purse seine
660002300,Training,Longliner
660002700,Training,Longliner
660003100,Training,Longliner
660004300,Training,Purse seine
660004900,Training,Purse seine
660005100,Training,Purse seine
663096000,Training,Passenger
664097000,Test,Purse seine
664268000,Training,Purse seine
664270000,Training,Purse seine
664545000,Training,Purse seine
664576000,Training,Purse seine
664578000,Training,Purse seine
671604000,Training,Tug
671627000,Training,Supply
671658000,Training,Supply
701006225,Training,Cargo/Tanker
701006226,Training,Cargo/Tanker
701006229,Training,Cargo/Tanker
701006243,Training,Cargo/Tanker
701006299,Training,Cargo/Tanker
701006331,Training,Cargo/Tanker
701006612,Training,Tug
701102000,Training,Tug
701103000,Training,Tug
710009040,Training,Cargo/Tanker
710012460,Training,Tug
710014960,Training,Tug
725000625,Test,Cargo/Tanker
725000736,Test,Tug
