mmsi,dataset,label
431602174,Test,Cargo/Tanker
431602206,Training,Cargo/Tanker
431602220,Training,Longliner
431602260,Test,Longliner
431602305,Training,Cargo/Tanker
431602306,Test,Cargo/Tanker
431602307,Training,Cargo/Tanker
431602345,Training,Cargo/Tanker
431602530,Test,Longliner
431602620,Training,Longliner
431602690,Test,Longliner
431602890,Test,Longliner
431603120,Test,Longliner
431619000,Training,Trawler
431620000,Test,Longliner
431659000,Test,Longliner
431670000,Test,Purse seine
431671000,Training,Purse seine
431679000,Test,Purse seine
431680026,Training,Cargo/Tanker
431680144,Training,Passenger
431680212,Test,Cargo/Tanker
431680233,Test,Cargo/Tanker
431682000,Test,Longliner
431686000,Test,Purse seine
431697000,Training,Cargo/Tanker
431700060,Training,Longliner
431700130,Training,Longliner
431700140,Training,Longliner
431700190,Training,Longliner
431700200,Training,Longliner
431700210,Training,Longliner
431700260,Test,Longliner
431700550,Training,Longliner
431700660,Training,Longliner
431700830,Training,Longliner
431700970,Training,Longliner
431700980,Training,Longliner
431701010,Training,Longliner
431701650,Training,Longliner
431701780,Test,Longliner
431702040,Training,Longliner
431702130,Training,Longliner
431702230,Test,Longliner
431702470,Training,Longliner
431702550,Training,Longliner
431702580,Training,Longliner
431702850,Test,Longliner
431703660,Training,Longliner
431703970,Training,Longliner
431704330,Test,Longliner
431704420,Training,Longliner
431704490,Training,Longliner
431704520,Training,Longliner
431714000,Training,Longliner
431725000,Training,Longliner
431726000,Training,Trawler
431739000,Training,Longliner
431750000,Training,Longliner
431753000,Training,Longliner
431773000,Training,Cargo/Tanker
431782000,Test,Longliner
431791000,Training,Longliner
431796000,Test,Purse seine
431797000,Test,Longliner
431798000,Test,Longliner
431800034,Test,Cargo/Tanker
431800035,Test,Cargo/Tanker
431800289,Training,Cargo/Tanker
431800616,Training,Cargo/Tanker
431800649,Test,Passenger
431800677,Training,Cargo/Tanker
431800699,Training,Cargo/Tanker
431802000,Training,Longliner
431809000,Training,Longliner
431812000,Training,Purse seine
431813000,Test,Longliner
431817000,Test,Purse seine
431838000,Training,Longliner
431853000,Test,Longliner
431855000,Test,Longliner
431864000,Training,Longliner
431866000,Training,Purse seine
431869000,Test,Longliner
431873000,Test,Longliner
431889000,Test,Longliner
431893000,Training,Longliner
431927000,Training,Longliner
431938000,Test,Longliner
432045000,Training,Longliner
432106000,Training,Longliner
432226000,Test,Longliner
432228000,Test,Longliner
432261000,Test,Purse seine
432276000,Training,Longliner
432282000,Training,Longliner
432298000,Training,Longliner
432306000,Training,Longliner
432319000,Training,Longliner
432321000,Training,Longliner
432342000,Training,Cargo/Tanker
432343000,Training,Longliner
432346000,Training,Longliner
432353000,Test,Longliner
432356000,Training,Cargo/Tanker
432367000,Training,Longliner
432374000,Test,Longliner
432405000,Training,Longliner
432408000,Training,Longliner
432410000,Training,Purse seine
432411000,Test,Longliner
432426000,Training,Longliner
432438000,Test,Purse seine
432444000,Training,Longliner
432447000,Training,Longliner
432448000,Training,Longliner
432453000,Test,Longliner
432454000,Training,Longliner
432458000,Training,Longliner
432461000,Test,Longliner
432463000,Test,Longliner
432468000,Training,Longliner
432475000,Training,Longliner
432487000,Training,Purse seine
432496000,Training,Cargo/Tanker
432503000,Test,Longliner
432515000,Training,Longliner
432528000,Training,Cargo/Tanker
432564000,Training,Purse seine
432568000,Test,Longliner
432606000,Training,Cargo/Tanker
432613000,Training,Cargo/Tanker
432626000,Training,Longliner
432665000,Training,Cargo/Tanker
432666000,Test,Cargo/Tanker
432667000,Test,Cargo/Tanker
432685000,Test,Purse seine
432708000,Training,Purse seine
432723000,Test,Cargo/Tanker
432726000,Training,Purse seine
432776000,Training,Longliner
432824000,Test,Cargo/Tanker
432825000,Training,Cargo/Tanker
432839000,Training,Cargo/Tanker
432847000,Test,Cargo/Tanker
432856000,Training,Longliner
432878000,Test,Longliner
432894000,Training,Longliner
432896000,Training,Longliner
432907000,Training,Longliner
432914000,Training,Longliner
432918000,Test,Longliner
432924000,Training,Longliner
432927000,Test,Trawler
432936000,Test,Longliner
432942000,Training,Longliner
432943000,Training,Longliner
432948000,Training,Purse seine
432955000,Training,Longliner
432962000,Training,Longliner
432966000,Training,Purse seine
432967000,Test,Longliner
432971000,Training,Longliner
432987000,Training,Longliner
432990000,Training,Longliner
436000013,Test,Seismic
436000037,Training,Seismic
436000090,Test,Tug/Pilot/Supply
436000229,Test,Seismic
440045000,Test,Longliner
440053000,Training,Purse seine
440055000,Training,Longliner
440089000,Training,Longliner
440097000,Training,Purse seine
440099000,Training,Purse seine
440101000,Test,Purse seine
440104000,Training,Purse seine
440112210,Test,Tug/Pilot/Supply
440154000,Training,Longliner
440192000,Training,Longliner
440195000,Test,Purse seine
440222000,Training,Purse seine
440224000,Test,Longliner
440226000,Test,Purse seine
440233000,Training,Purse seine
440236000,Training,Longliner
440239000,Training,Longliner
440245000,Test,Cargo/Tanker
440246000,Test,Longliner
440280000,Training,Longliner
440313000,Training,Longliner
440316000,Test,Longliner
440363000,Training,Cargo/Tanker
440397000,Test,Cargo/Tanker
440444000,Training,Purse seine
440450000,Test,Purse seine
440492000,Training,Purse seine
440503000,Training,Longliner
440504000,Test,Longliner
440517000,Training,Longliner
440522000,Training,Longliner
440542000,Test,Purse seine
440549000,Test,Longliner
440552000,Test,Purse seine
440574000,Training,Longliner
440575000,Test,Purse seine
440584000,Training,Longliner
440590000,Training,Longliner
440595000,Training,Longliner
440604000,Test,Longliner
440612000,Test,Longliner
440617000,Training,Longliner
440620000,Test,Longliner
440623000,Training,Longliner
440624000,Test,Longliner
440628000,Training,Longliner
440636000,Test,Longliner
440641000,Training,Longliner
440644000,Training,Purse seine
440645000,Test,Longliner
440646000,Training,Longliner
440647000,Training,Longliner
440648000,Training,Longliner
440654000,Training,Longliner
440656000,Training,Longliner
440671000,Training,Purse seine
440703000,Test,Longliner
440704000,Training,Longliner
440705000,Training,Longliner
440731000,Training,Longliner
440733000,Training,Longliner
440765000,Test,Longliner
440770000,Training,Longliner
440772000,Training,Longliner
440773000,Training,Longliner
440778000,Test,Longliner
440780000,Test,Longliner
440781000,Test,Longliner
440782000,Test,Longliner
440786000,Test,Longliner
440787000,Training,Longliner
440788000,Training,Longliner
440792000,Training,Longliner
440801000,Training,Longliner
440807000,Test,Longliner
440809000,Training,Longliner
440810000,Test,Longliner
440820000,Training,Longliner
440821000,Training,Longliner
440822000,Training,Purse seine
440823000,Training,Purse seine
440836000,Test,Cargo/Tanker
440846000,Test,Longliner
440847000,Test,Longliner
440858000,Test,Longliner
440871000,Training,Longliner
440885000,Training,Longliner
440886000,Test,Longliner
440894000,Training,Longliner
440895000,Test,Longliner
440900000,Training,Longliner
440919000,Training,Longliner
440920000,Training,Longliner
440926000,Test,Longliner
440931000,Training,Longliner
440933000,Training,Longliner
440934000,Test,Longliner
440935000,Training,Longliner
440941000,Training,Longliner
440944000,Training,Longliner
440946000,Test,Longliner
440952000,Training,Longliner
440954000,Training,Longliner
440963000,Test,Longliner
440966000,Test,Longliner
440986000,Test,Longliner
440990000,Test,Purse seine
440992000,Test,Longliner
441014000,Test,Longliner
441018000,Training,Longliner
441032000,Training,Longliner
441038000,Training,Longliner
441043000,Training,Longliner
441066000,Training,Purse seine
441084000,Test,Longliner
441090000,Test,Longliner
441098000,Test,Longliner
441124000,Training,Cargo/Tanker
441154000,Training,Cargo/Tanker
441166000,Test,Purse seine
441201181,Training,Longliner
441201183,Training,Longliner
441201562,Training,Longliner
441201727,Training,Longliner
441201728,Training,Longliner
441201729,Training,Longliner
441201730,Test,Longliner
441201731,Test,Longliner
441201732,Test,Longliner
441219253,Test,Longliner
441219875,Training,Longliner
441219878,Training,Longliner
441220243,Training,Longliner
441220316,Training,Longliner
441225915,Training,Longliner
441226015,Training,Longliner
441226315,Training,Longliner
441233000,Training,Longliner
441242000,Training,Longliner
441247715,Test,Longliner
441251000,Test,Longliner
441374000,Test,Longliner
441408000,Training,Cargo/Tanker
441446000,Training,Purse seine
441483000,Training,Longliner
441493000,Training,Purse seine
441536000,Training,Longliner
441584000,Test,Longliner
441630000,Training,Cargo/Tanker
441644000,Training,Longliner
441645000,Training,Longliner
441650000,Training,Longliner
441660000,Test,Longliner
441675000,Training,Purse seine
441680000,Training,Longliner
441717000,Training,Cargo/Tanker
441734000,Training,Purse seine
441811000,Test,Longliner
441812000,Training,Longliner
441825000,Training,Longliner
441834000,Training,Trawler
441853000,Test,Purse seine
441861000,Test,Cargo/Tanker
441865000,Test,Purse seine
441869000,Training,Longliner
441872000,Training,Cargo/Tanker
441897000,Test,Cargo/Tanker
441910000,Training,Longliner
441930000,Training,Purse seine
441947000,Training,Cargo/Tanker
441963000,Test,Cargo/Tanker
441970000,Test,Cargo/Tanker
443200156,Training,Purse seine
444080710,Test,Purse seine
447205000,Test,Tug/Pilot/Supply
452005511,Training,Purse seine
452009111,Training,Longliner
452976810,Test,Cargo/Tanker
470717000,Test,Cargo/Tanker
477001300,Training,Cargo/Tanker
477007300,Training,Cargo/Tanker
477013200,Test,Cargo/Tanker
477042000,Training,Tug/Pilot/Supply
477046800,Test,Cargo/Tanker
477047900,Training,Cargo/Tanker
477051700,Test,Cargo/Tanker
477056600,Test,Cargo/Tanker
477062000,Test,Cargo/Tanker
477071400,Test,Cargo/Tanker
477071600,Training,Cargo/Tanker
477092000,Test,Passenger
477105600,Training,Cargo/Tanker
477105800,Test,Cargo/Tanker
477107300,Training,Cargo/Tanker
477111300,Test,Cargo/Tanker
477144100,Test,Cargo/Tanker
477144200,Test,Cargo/Tanker
477158700,Training,Cargo/Tanker
477167500,Training,Cargo/Tanker
477171000,Test,Cargo/Tanker
477174500,Test,Cargo/Tanker
477174800,Training,Cargo/Tanker
477177600,Test,Cargo/Tanker
477179000,Test,Cargo/Tanker
477182600,Test,Cargo/Tanker
477189700,Test,Cargo/Tanker
477195700,Training,Cargo/Tanker
477196800,Test,Cargo/Tanker
477201500,Test,Cargo/Tanker
477218100,Test,Cargo/Tanker
477218500,Training,Cargo/Tanker
477220600,Test,Cargo/Tanker
477229100,Training,Cargo/Tanker
477229900,Test,Cargo/Tanker
477250400,Test,Cargo/Tanker
477264700,Test,Cargo/Tanker
477266900,Training,Cargo/Tanker
477280100,Test,Cargo/Tanker
477280900,Test,Cargo/Tanker
477282800,Training,Cargo/Tanker
477299000,Test,Cargo/Tanker
477317300,Training,Cargo/Tanker
477317500,Training,Cargo/Tanker
477346300,Test,Cargo/Tanker
477351300,Training,Cargo/Tanker
477382000,Training,Cargo/Tanker
477389200,Test,Cargo/Tanker
477423500,Training,Cargo/Tanker
477435700,Test,Cargo/Tanker
477440400,Test,Cargo/Tanker
477514600,Test,Cargo/Tanker
477520400,Test,Cargo/Tanker
477530000,Training,Cargo/Tanker
477535200,Test,Cargo/Tanker
477535400,Training,Cargo/Tanker
477535900,Test,Cargo/Tanker
477541400,Training,Cargo/Tanker
477545000,Training,Passenger
477549000,Training,Cargo/Tanker
477559600,Training,Cargo/Tanker
477586000,Test,Cargo/Tanker
477598300,Training,Cargo/Tanker
477607500,Training,Cargo/Tanker
477610000,Training,Cargo/Tanker
477612200,Training,Cargo/Tanker
477612900,Test,Cargo/Tanker
477628400,Training,Cargo/Tanker
477634800,Test,Cargo/Tanker
477655200,Test,Cargo/Tanker
477656400,Training,Cargo/Tanker
477657600,Training,Cargo/Tanker
477690800,Training,Cargo/Tanker
477691700,Training,Cargo/Tanker
477720100,Training,Cargo/Tanker
477728800,Training,Cargo/Tanker
477733700,Training,Cargo/Tanker
477733900,Training,Cargo/Tanker
477738200,Training,Cargo/Tanker
477739400,Training,Cargo/Tanker
477746200,Training,Cargo/Tanker
477746800,Test,Cargo/Tanker
477752300,Training,Cargo/Tanker
477752900,Training,Cargo/Tanker
477757000,Training,Cargo/Tanker
477758000,Test,Cargo/Tanker
477764700,Training,Cargo/Tanker
477765800,Training,Cargo/Tanker
477768200,Training,Cargo/Tanker
477787000,Training,Cargo/Tanker
477794000,Training,Cargo/Tanker
477812900,Test,Cargo/Tanker
477830800,Training,Cargo/Tanker
477831200,Training,Cargo/Tanker
477832800,Training,Cargo/Tanker
477860000,Training,Cargo/Tanker
477864000,Test,Cargo/Tanker
477865000,Test,Cargo/Tanker
477866300,Test,Cargo/Tanker
477878000,Training,Cargo/Tanker
477880600,Training,Cargo/Tanker
477888000,Training,Cargo/Tanker
477898700,Training,Cargo/Tanker
477925100,Test,Cargo/Tanker
477925200,Test,Cargo/Tanker
477926300,Test,Cargo/Tanker
477938500,Test,Cargo/Tanker
477938600,Test,Cargo/Tanker
477947600,Test,Cargo/Tanker
477950600,Training,Cargo/Tanker
477958300,Test,Cargo/Tanker
477995174,Training,Cargo/Tanker
477995223,Test,Cargo/Tanker
477996500,Training,Cargo/Tanker
477999200,Test,Cargo/Tanker
503000027,Training,Cargo/Tanker
503000035,Test,Cargo/Tanker
503000039,Test,Cargo/Tanker
503000069,Test,Cargo/Tanker
503000370,Training,Cargo/Tanker
503003170,Test,Longliner
503010140,Training,Passenger
503016000,Test,Tug/Pilot/Supply
503020060,Training,Longliner
503043000,Test,Cargo/Tanker
503060000,Training,Cargo/Tanker
503066000,Training,Tug/Pilot/Supply
503071000,Training,Passenger
503081000,Test,Tug/Pilot/Supply
503083000,Training,Tug/Pilot/Supply
503086000,Test,Cargo/Tanker
503087000,Training,Cargo/Tanker
503226300,Test,Tug/Pilot/Supply
503337100,Training,Longliner
503337200,Training,Longliner
503362600,Training,Longliner
503376100,Test,Passenger
503384200,Training,Tug/Pilot/Supply
503405000,Test,Cargo/Tanker
503457300,Training,Cargo/Tanker
503494600,Training,Tug/Pilot/Supply
503542000,Test,Cargo/Tanker
503555500,Training,Longliner
503561000,Test,Cargo/Tanker
503584000,Training,Cargo/Tanker
503597400,Training,Longliner
503598000,Test,Tug/Pilot/Supply
503608000,Training,Passenger
503609000,Training,Cargo/Tanker
503620000,Test,Cargo/Tanker
503624000,Training,Tug/Pilot/Supply
503638400,Test,Tug/Pilot/Supply
503649000,Test,Cargo/Tanker
503672000,Training,Cargo/Tanker
503679100,Training,Passenger
503680900,Test,Passenger
503692000,Test,Cargo/Tanker
503720000,Training,Cargo/Tanker
503727000,Training,Tug/Pilot/Supply
503743000,Test,Tug/Pilot/Supply
503746000,Training,Tug/Pilot/Supply
503759000,Test,Passenger
503783000,Test,Tug/Pilot/Supply
503798600,Training,Longliner
503798800,Test,Longliner
503798900,Training,Longliner
503900113,Test,Passenger
510032000,Training,Longliner
510033000,Training,Longliner
510034000,Training,Longliner
510035000,Test,Longliner
510038000,Training,Longliner
510053000,Test,Longliner
510054000,Test,Purse seine
510056000,Training,Longliner
510057000,Test,Purse seine
510060000,Test,Purse seine
511046000,Test,Passenger
511145000,Training,Tug/Pilot/Supply
512000015,Training,Trawler
512000030,Test,Trawler
512000041,Training,Trawler
512000048,Test,Cargo/Tanker
512000049,Training,Cargo/Tanker
512000058,Test,Trawler
512000072,Test,Trawler
512000192,Test,Trawler
512000322,Test,Tug/Pilot/Supply
512000344,Test,Tug/Pilot/Supply
512000390,Training,Cargo/Tanker
512000465,Test,Passenger
512000741,Test,Passenger
512000742,Test,Passenger
512001027,Training,Passenger
512001259,Test,Passenger
512001261,Training,Passenger
512002262,Training,Trawler
512002681,Test,Trawler
512002694,Training,Trawler
512002725,Test,Longliner
512002959,Test,Passenger
512003135,Training,Passenger
512003817,Training,Trawler
512004138,Training,Longliner
512004173,Training,Tug/Pilot/Supply
512004408,Training,Passenger
512004499,Test,Tug/Pilot/Supply
512004511,Test,Passenger
512012000,Training,Purse seine
512042000,Training,Cargo/Tanker
512085000,Test,Purse seine
512093000,Test,Passenger
512134000,Training,Longliner
512150000,Training,Cargo/Tanker
512169000,Training,Trawler
512210000,Training,Passenger
512219000,Test,Cargo/Tanker
512235000,Test,Trawler
512236000,Test,Trawler
512300107,Training,Trawler
512400000,Training,Trawler
512410000,Training,Trawler
512411000,Training,Trawler
512419000,Training,Longliner
515777000,Test,Longliner
518000019,Test,Passenger
518132000,Training,Cargo/Tanker
518520000,Training,Cargo/Tanker
518676000,Training,Longliner
518770000,Test,Longliner
520020000,Training,Longliner
520050000,Training,Longliner
520065000,Test,Longliner
520074000,Test,Longliner
520075000,Training,Longliner
520076000,Test,Longliner
520083000,Training,Longliner
520085000,Test,Longliner
520116000,Test,Longliner
520171000,Test,Longliner
520183000,Training,Longliner
520184000,Training,Passenger
520188000,Test,Longliner
520189000,Test,Longliner
520190000,Training,Longliner
520222000,Training,Longliner
520223000,Training,Longliner
520243000,Training,Longliner
525001068,Test,Passenger
525002009,Training,Tug/Pilot/Supply
525002076,Test,Passenger
525005009,Training,Passenger
525005047,Training,Passenger
525005054,Test,Passenger
525005256,Training,Passenger
525005259,Training,Seismic
525006222,Training,Passenger
525006235,Test,Passenger
525010127,Test,Passenger
525015910,Test,Passenger
525015926,Test,Seismic
529126000,Test,Cargo/Tanker
529278000,Training,Longliner
529354000,Training,Longliner
529417000,Test,Purse seine
529440000,Training,Purse seine
529469000,Training,Purse seine
529523000,Training,Longliner
529676000,Test,Purse seine
529686000,Training,Purse seine
529687000,Test,Purse seine
529695000,Training,Purse seine
